label,text
pagar-conta,saber como eu faço pra pagar fatura da minha minha internet que não
pagar-conta,eu desejo esclarecer e pagamento de conta já paga e continua sendo cobrado
comprar-linha,a eu quero um telefone fixo pra residência
reparar-linha,tem interferência na minha linha não tô conseguindo fazer ligação pra lugar nenhum
reparar-linha,desejo ver porque que meu telefone não tá fazendo ligação
reparar-linha,estou sem linha telefônica
reparar-linha,telefone tá com defeito não atende nem disca pra fora
reparar-linha,auxílio de um técnico da linha
pagar-conta,como posso quitar minha conta
reparar-linha,solicitar reparo na linha
reparar-linha,eu quero conserto para o meu telefone
reparar-linha,tô sem ter telefone
cancelar-conta,falar da minha conta que veio eu quero cancelar minha conta quero falar com atendente
reparar-linha,meu telefone tá com muito chiado
comprar-linha,como faço para comprar novas linhas telefônicas residenciais
reparar-linha,reparos produto fixo
reparar-linha,a linha telefônica está com muito chiado
comprar-linha,é desejo uma linha econômica
reparar-linha,reparo do meu do meu fixo do meu telefone fixo
cancelar-servicos,eu quero cancelar meu meus serviços
reparar-linha,telefone chiando
reparar-linha,o telefone tá desligado sem nenhuma voz
reparar-linha,reparo da linha do fixo
reparar-linha,não estou conseguindo fazer ligação
comprar-linha,como faço pra solicitar uma linha da internet
reparar-linha,esta cortado
cancelar-servicos,desejo cancelar um serviço
comprar-linha,eu quero uma linha telefônica produto
comprar-linha,compra de nova linha telefônica
reparar-linha,quero saber porque que meu telefone está desligado totalmente
comprar-linha,ativar o número produto fixo
reparar-linha,eu quero saber porque os meu minutos não estão no meu telefone
mudar-endereco,quero transferir minha linha telefônica para outro endereço
reparar-linha,eu estou só recebendo telefone
mudar-endereco,transferência de local da linha
comprar-linha,como faço como faço pra ter um telefone produto
reparar-linha,a minha linha está com muito chiado
mudar-endereco,e quero outra linha em outro endereço
reparar-linha,saber quando o técnico vem terminar o serviço
reparar-linha,é que meu telefone está não tá dando linha não tá fazendo ligação
pagar-conta,sobre o pagamento de contas atrasadas em atraso
reparar-linha,minha linha esta cortada
reparar-linha,eu pedí eu pedí a reparo na linha e ficou pra eles fazerem hoje e até agora nada
reparar-linha,meu meu telefone está com chiando muito
reparar-linha,desejo pedir reparo na minha linha telefônica
reparar-linha,é serviço fixo é produto fixo reparos
comprar-linha,quero saber se tem como comprar transferir linha
reparar-linha,é solicitar serviço de conserto na linha telefônica
comprar-linha,solicitar linha econômica
reparar-linha,reparo na minha linha está com chiado
reparar-linha,a linha está com interferência
comprar-linha,eu quero eu quero adquirir uma uma outra linha se eu posso se já tenho uma
comprar-linha,quero acompanhar uma solicitação feita
reparar-linha,reparo na linha do telefone
mudar-endereco,eu quero pedir transferência de endereço
cancelar-servicos,como faço para cancelar o segurança internet
pagar-conta,de duas contas atrasadas agosto e setembro e quero
reparar-linha,é reparo na linha falar com atendente
reparar-linha,manutenção da linha telefônica
cancelar-servicos,cancelamento de serviços
comprar-linha,gostaria de solicitar a linha controle oito zero da telefônica
reparar-linha,como faço para falar com atendente sobre reparos de um telefone
mudar-endereco,meu telefone está como como comercial e eu não quero quero transferir pra linha residencial
reparar-linha,quero consertar a minha linha
reparar-linha,oi eu quero que venha fazer um reparo no meu na minha linha telefônica
reparar-linha,motivo no telefone deu problema no meu telefone telefone
comprar-linha,como faço pra conseguir uma linha telefônica
reparar-linha,quero saber porque não ligou meu telefone
reparar-linha,não tô conseguindo fazer é ligação
mudar-endereco,mudança de telefone mudança de endereço alias desculpa
reparar-linha,telefone foi cortado
reparar-linha,quero saber porque o meu computador não funciona ele tá sem linha
pagar-conta,quero saber se minha conta anterior tá paga
reparar-linha,estou com minha linha suspensa tenho número de protocolo
comprar-linha,quero assinar uma linha
reparar-linha,linha sobre linha cruzada
mudar-endereco,quero saber porque meu telefone ainda não foi transferido pro outro endereço
cancelar-conta,eu quero cancelar uma internet grátis da minha conta
reparar-linha,eu quero reparo na linha
mudar-endereco,é é trocar endereço
reparar-linha,interferência na minha ligação
reparar-linha,é não está fazendo chamada
reparar-linha,o telefone foi instalado e não esta efetuando ligações
reparar-linha,tem um ruído no telefone que ele capita dada rádio um barulho grande eu quero tirar esse ruído é um barulho que eu não consigo falar
reparar-linha,pela milésima vez eu pedí conserto do meu telefone
reparar-linha,quando puxo a minha linha do p a b x fica dando sinal de ocupado
reparar-linha,eu quero a minha ligação do meu telefone dentro de casa
cancelar-servicos,quero cancelar o bloqueio de
reparar-linha,não eu quero saber meu telefone não tá não tá dando linha
reparar-linha,meu telefone não tem linha não tá recebendo chamada nem fazendo
reparar-linha,estou sem telefone não tá funcionando
reparar-linha,estou sem linha no telefone
cancelar-servicos,eu quero cancelar serviços
reparar-linha,não eu preciso porque que não caiu aí porque que eles tão falando que vai cortar aqui
reparar-linha,eu desejo fazer reparo na minha linha
comprar-linha,como faço para ter um telefone uma linha
reparar-linha,o telefone não está chamando
mudar-endereco,quero mudar de endereço
reparar-linha,é é dar um reparamento na linha telefônica tá chiando demais aqui no meu telefone
reparar-linha,eu quero eu quero que repare minha linha
reparar-linha,a a produto ficou de vir arrumar o meu telefone dois tava ontem me deram setenta e duas horas até agora não apareceu aqui
reparar-linha,é tendo o telefone do hipermercado que tem no plaza shop
reparar-linha,quero é confirmar o reparo da minha linha
comprar-linha,quero comprar uma linha telefônica
reparar-linha,preciso de conserto no meu telefone
comprar-linha,como eu faço para ter um linha telefônica
reparar-linha,a minha linha está com chiado defeito
comprar-linha,como eu faço para solicitar linha telefônica
reparar-linha,quero resolver o problema dessa linha
pagar-conta,ver para quitar débito
reparar-linha,eu quero reparo da linha telefônica
reparar-linha,conserto de linha telefônica ramal telefônico
reparar-linha,o telefone tá ruim cissa não dá nem pra entender
reparar-linha,gostaria de um reparo na minha linha
reparar-linha,eu quero eu tô solicitando é conserto aqui no meu telefone
reparar-linha,linha telefônica defeito na linha telefônica
comprar-linha,comprar comprar produto fixo
reparar-linha,reparo do número três cinco dois quatro quatro oito zero sete
reparar-linha,quero saber como eu falo com o atendente sobre o defeito do meu telefone
reparar-linha,reparo na linha residencial
reparar-linha,não reparo na linha
pagar-conta,eu recebi uma uma dívida de uma conta que tenho com a telesp eu queria saber se é mesmo pra mim pagar essa conta nesse endereço
comprar-linha,é eu queria uma linha telefônica para residência
comprar-linha,como faço pra comprar o número do meu telefone
cancelar-servicos,eu quero cancelar um um serviço
reparar-linha,minha linha está estou quinze dias sem telefone vou ligar pra anatel
pagar-conta,eu quero saber sobre a minha conta que está paga e continua cobrando
reparar-linha,a telefônica verificar a minha linha que não esta funcionando
cancelar-conta,cancelar a minha conta telefônica
reparar-linha,a consertar o telefone
cancelar-conta,cancelamento de crédito
reparar-linha,reparar minha linha
reparar-linha,desejo verificação de ruído
mudar-endereco,transferência do número para outro endereço
comprar-linha,como faço pra ter produto fixo e internet
reparar-linha,tô com defeito na linha
reparar-linha,é é porque o meu telefone não faz chamada
reparar-linha,reparo na linha reparo da linha
reparar-linha,estou com problemas na linha
reparar-linha,é a quarta vez que eu ligo e não consigo falar com ninguém eu tô com problema na minha linha telefônica não consigo falar com vocês
reparar-linha,minha linha telefônica esta com problema
reparar-linha,eu quero saber como que eu faço para ver a linha de telefone que está chiando muito
reparar-linha,reparo de reparo na minha linha que está com barulho
reparar-linha,estou sem a linha
reparar-linha,eu queria saber é sobre uma ligação esta linha telefônica não está funcionando
reparar-linha,é reparo é reparo de linha
reparar-linha,motivo da minha chamada que o telefone três oito um quatro dois quatro meia zero não está funcionando
reparar-linha,reparo no meu telefone que não toca ao ser chamado
reparar-linha,quero resolver um problema na linha
reparar-linha,quero saber dívida com telefone
reparar-linha,queria reparo na linha
reparar-linha,quero saber porque estou tendo que discar o número da operadora para fazer ligações no mesmo município
reparar-linha,meu produto fixo não funciona
reparar-linha,eu quero saber o defeito do meu telefone da minha linha
reparar-linha,é linha cruzada
reparar-linha,interferência na chamada
reparar-linha,quero reparo de telefone
reparar-linha,esta a linha esta dando so sinal de ocupado
mudar-endereco,é transferência é mudança de endereço
cancelar-servicos,não eu quero cancelar aqueles serviços de terceiros que eu não pedi isso
comprar-linha,gostaria adquirir uma linha telefônica
mudar-endereco,eu quero mudar minha linha telefônica pro outro endereço
reparar-linha,solicitar o conserto da minha linha
reparar-linha,reparo numa linha telefônica que ficou mudo sem motivo
comprar-linha,eu quero eu quero uma linha telefônica
comprar-linha,quero uma linha econômoca
comprar-linha,compra de um produto fixo
reparar-linha,quero saber se alguém ligou pra minha casa da assistência técnica
reparar-linha,quero saber por que que não está dando sinal
reparar-linha,é conserto da linha
pagar-conta,eu desejo saber o motivo da minha conta não esta constando no telefone que já foi paga
reparar-linha,desejo que meu telefone tá com problema não tá funcionando que desejo reparo na minha linha
mudar-endereco,na realidade quem ligou foi o meu marido e ele pediu uma transferência desta linha pra outra pra outro lugar e até agora no foi transferido
reparar-linha,quero saber porque o telefone não voltou ainda
